time,fast_barostat_volume,fast_barostat_pressure,slow_barostat_volume,slow_barostat_pressure
123,998.695986092,1.13040139083,1004.13976605,0.5860233953
123.25,1003.32112356,0.667887643536,1004.92871355,0.507128645316
123.5,1000.12281157,0.98771884299,1003.78935066,0.621064933717
123.75,1002.98740048,0.70125995234,1004.6200285,0.537997150301
124,1005.1818081,0.481819189926,1004.36251905,0.563748094676
124.25,1004.26835494,0.573164505973,1004.25078261,0.574921738613
124.5,1002.15485827,0.784514173426,1003.80561377,0.619438623111
124.75,1001.70930476,0.829069523977,1003.27104623,0.672895377319
125,1001.15581676,0.88441832364,1003.05720845,0.694279155245
125.25,1001.09668194,0.890331806204,1002.65659804,0.734340196213
125.5,1004.90286852,0.509713148021,1003.25804749,0.674195250717
125.75,1001.43188826,0.856811174243,1001.72881828,0.827118171774
126,998.939462622,1.10605373782,1001.42898086,0.857101914425
126.25,999.129589277,1.08704107226,1001.6660697,0.833393029503
126.5,1000.0648827,0.99351172958,1001.34143196,0.865856803987
126.75,999.553899101,1.04461008992,1001.41793274,0.858206726362
127,1000.61129342,0.938870658299,1000.80895737,0.91910426275
127.25,1001.97700581,0.802299418681,1002.45989814,0.754010186082
127.5,997.764516558,1.22354834423,1002.66347105,0.733652895209
127.75,998.406051291,1.1593948709,1001.7370089,0.826299109818
128,998.237412879,1.17625871214,1001.58823256,0.841176744134
128.25,996.410044777,1.35899552234,1001.97114146,0.802885853531
128.5,994.874141331,1.51258586691,1002.36615787,0.763384212838
128.75,996.799214324,1.32007856762,1001.35308163,0.864691837175
129,997.698049832,1.23019501682,1001.48465198,0.851534802119
129.25,1000.6958849,0.930411510016,1001.0353705,0.8964629499
129.5,996.433192579,1.35668074211,999.791962856,1.02080371444
129.75,997.75457241,1.22454275903,999.37138987,1.06286101299
130,1000.59009795,0.940990205289,998.258142113,1.17418578875
130.25,1001.58522233,0.841477767156,997.44130302,1.25586969796
130.5,1003.58580965,0.641419034969,997.088820556,1.29111794439
130.75,998.120349187,1.18796508127,999.549374963,1.04506250366
131,998.920618295,1.10793817046,999.985709982,1.00142900179
131.25,996.723160931,1.32768390685,1000.68357772,0.931642227507
131.5,998.355696521,1.16443034786,1002.49894209,0.750105790565
131.75,1000.13290381,0.98670961912,1001.90727912,0.809272088054
132,998.554850817,1.14451491826,1001.11536006,0.888463994143
132.25,998.365338195,1.16346618053,1000.23337743,0.976662257326
132.5,996.619314105,1.33806858948,1001.68340633,0.831659367182
132.75,997.827166537,1.21728334628,1001.07123876,0.892876123681
133,1000.19824918,0.980175082267,1001.1115202,0.8888479799
133.25,1002.08763917,0.791236082898,1001.02011663,0.897988336861
133.5,1001.94295894,0.80570410623,1000.02658981,0.997341019315
133.75,1002.07061328,0.792938671819,999.975086379,1.00249136215
134,1001.0863946,0.89136053999,1000.03890241,0.996109759217
134.25,1004.11576443,0.588423557411,999.988838236,1.00111617636
134.5,1002.40001762,0.759998238099,1000.0908197,0.990918029739
134.75,997.264525494,1.27354745059,1000.93894877,0.906105122704
135,998.902968394,1.10970316063,1001.78613813,0.821386187127
135.25,998.077587764,1.19224122356,1001.57876357,0.842123643268
135.5,1000.56811233,0.943188766751,1000.79977621,0.920022378822
135.75,1001.17211286,0.882788713977,1000.19107697,0.980892303103
136,999.31734616,1.06826538398,999.097367751,1.09026322492
136.25,1000.74049589,0.925950411036,1000.08814149,0.991185851234
136.5,1001.45159297,0.854840702657,999.888480675,1.0111519325
136.75,1003.39378199,0.660621800694,998.666730849,1.1333269151
137,1003.91273532,0.608726468245,998.822490101,1.11775098994
